id,relevance
1,2.145744332
4,2.145744332
5,2.304477791
6,2.738273381
7,2.412974504
8,2.145744332
10,2.396363998
11,2.396363998
12,2.19950326
13,2.735690377
14,2.715
15,2.460816993
19,2.422658247
22,2.64448193
24,2.396363998
25,2.19950326
26,2.145744332
28,2.422658247
29,2.145744332
30,2.145744332
31,2.64448193
32,2.64448193
33,2.145744332
36,2.422658247
39,2.282903683
40,2.64448193
41,2.145744332
42,2.422658247
43,2.64448193
44,2.399869159
45,2.460816993
46,2.399869159
47,2.145744332
49,2.422658247
50,2.422658247
52,2.422658247
53,2.422658247
54,2.282903683
55,2.478931683
56,2.422658247
57,2.19950326
58,2.396363998
59,2.64448193
60,2.145744332
61,2.64448193
62,2.422658247
63,2.422658247
64,2.422658247
66,2.735690377
67,2.282903683
68,2.145744332
70,2.145744332
71,2.422658247
72,2.145744332
73,2.145744332
74,2.145744332
76,2.145744332
77,2.145744332
78,2.145744332
79,2.145744332
80,2.145744332
82,2.422658247
83,2.422658247
84,2.145744332
86,2.396363998
87,2.64448193
89,2.19950326
91,2.145744332
93,2.145744332
94,2.145744332
95,2.145744332
96,2.145744332
97,2.145744332
98,2.145744332
99,2.145744332
100,2.645186567
102,2.422658247
103,2.145744332
104,2.145744332
107,2.64448193
108,2.145744332
109,2.422658247
110,2.396363998
111,2.396363998
112,2.145744332
115,2.145744332
116,2.396363998
118,2.645186567
119,2.460816993
121,2.399869159
124,2.422658247
126,2.422658247
128,2.282903683
129,2.399869159
130,2.422658247
131,2.422658247
132,2.422658247
133,2.64448193
134,2.27596875
135,2.412974504
137,2.422658247
139,2.418794788
140,2.145744332
141,2.145744332
142,2.145744332
144,2.64448193
145,2.422658247
146,2.145744332
148,2.145744332
151,2.422658247
152,2.145744332
153,2.422658247
154,2.145744332
155,2.145744332
156,2.104196429
159,2.145744332
160,2.145744332
161,2.282903683
163,2.396363998
167,2.422658247
168,2.422658247
169,2.145744332
170,2.64448193
171,2.64448193
173,2.422658247
174,2.145744332
175,2.282903683
176,2.19950326
180,2.145744332
183,2.282903683
184,2.145744332
185,2.145744332
187,2.478931683
188,2.145744332
189,2.145744332
190,2.145744332
192,2.145744332
194,2.422658247
196,2.145744332
197,2.145744332
198,2.64448193
199,2.64448193
200,2.64448193
204,2.738273381
206,2.64448193
207,2.418794788
208,2.418794788
209,2.198457584
211,2.145744332
212,2.145744332
213,2.145744332
216,2.304477791
217,2.273064615
218,2.422658247
219,2.396363998
220,2.282903683
221,2.422658247
222,2.282903683
224,2.145744332
225,2.422658247
228,2.422658247
229,2.396363998
230,2.64448193
231,2.282903683
232,2.282903683
234,2.64448193
235,2.64448193
236,2.396363998
237,2.396363998
238,2.64448193
239,2.19950326
240,2.282903683
242,2.352663116
243,2.422658247
244,2.282903683
246,2.422658247
247,2.282903683
248,2.145744332
249,2.304477791
250,2.145744332
251,2.422658247
252,2.422658247
253,2.19950326
254,2.19950326
256,2.645186567
258,2.145744332
260,2.145744332
262,2.177930693
263,2.282903683
264,2.145744332
265,2.145744332
267,2.64448193
268,2.282903683
269,2.145744332
271,2.387074504
273,2.422658247
274,2.282903683
277,2.422658247
278,2.177930693
279,2.145744332
280,2.422658247
281,2.422658247
282,2.735690377
283,2.64448193
285,2.645186567
286,2.422658247
287,2.145744332
288,2.422658247
289,2.422658247
291,2.422658247
292,2.422658247
