id,relevance
1,2.04692158
4,2.04692158
5,2.20119706
6,2.732772211
7,2.314216966
8,2.130110814
10,2.66081817
11,2.66081817
12,2.143254472
13,2.735800404
14,2.879318745
15,2.491536255
19,2.347929538
22,2.624467942
24,2.306356038
25,2.143254472
26,2.04692158
28,2.347929538
29,2.130110814
30,2.028544363
31,2.64438823
32,2.624467942
33,2.161259157
36,2.347929538
39,2.189866626
40,2.624467942
41,2.04692158
42,2.347929538
43,2.624467942
44,2.289413184
45,2.440133025
46,2.36699937
47,2.114933895
49,2.47331505
50,2.347929538
52,2.347929538
53,2.347929538
54,2.320469327
55,2.387553408
56,2.347929538
57,2.155055928
58,2.306356038
59,2.624467942
60,2.04692158
61,2.66081817
62,2.349285579
63,2.695761734
64,2.64438823
66,2.735800404
67,2.285411101
68,2.120038836
70,2.130110814
71,2.349285579
72,2.04692158
73,2.04692158
74,2.04692158
76,2.120038836
77,2.04692158
78,2.120038836
79,2.04692158
80,2.04692158
82,2.349285579
83,2.349285579
84,2.04692158
86,2.320313399
87,2.66081817
89,2.235059873
91,2.143254472
93,2.04692158
94,2.04692158
95,2.04692158
96,2.04692158
97,2.04692158
98,2.028544363
99,2.04692158
100,2.735800404
102,2.347929538
103,2.04692158
104,2.04692158
107,2.624467942
108,2.04692158
109,2.735800404
110,2.285411101
111,2.285411101
112,2.130110814
115,2.028544363
116,2.306356038
118,2.632533454
119,2.425969292
121,2.289413184
124,2.347929538
126,2.347929538
128,2.189866626
129,2.36699937
130,2.347929538
131,2.349285579
132,2.349285579
133,2.64438823
134,2.142712918
135,2.325949666
137,2.347929538
139,2.346559021
140,2.04692158
141,2.130110814
142,2.130110814
144,2.624467942
145,2.64438823
146,2.04692158
148,2.04692158
151,2.349285579
152,2.130110814
153,2.349285579
154,2.04692158
155,2.04692158
156,2.026671625
159,2.120038836
160,2.130110814
161,2.189866626
163,2.306356038
167,2.47331505
168,2.347929538
169,2.04692158
170,2.66081817
171,2.66081817
173,2.347929538
174,2.120038836
175,2.320469327
176,2.143254472
180,2.130110814
183,2.320469327
184,2.130110814
185,2.130110814
187,2.387343184
188,2.04692158
189,2.04692158
190,2.161259157
192,2.028544363
194,2.47331505
196,2.120038836
197,2.04692158
198,2.624467942
199,2.624467942
200,2.624467942
204,2.736258859
206,2.624467942
207,2.343601153
208,2.343601153
209,2.173348303
211,2.47331505
212,2.189866626
213,2.624467942
216,2.20119706
217,2.326662753
218,2.235059873
219,2.285411101
220,2.320469327
221,2.347929538
222,2.320469327
224,2.04692158
225,2.347929538
228,2.349285579
229,2.285411101
230,2.635385386
231,2.189866626
232,2.189866626
234,2.624467942
235,2.624467942
236,2.285411101
237,2.285411101
238,2.64438823
239,2.10554235
240,2.214155359
242,2.735800404
243,2.349285579
244,2.318616538
246,2.347929538
247,2.189866626
248,2.130110814
249,2.353937308
250,2.130110814
251,2.349285579
252,2.347929538
253,2.10554235
254,2.347929538
256,2.632533454
258,2.04692158
260,2.130110814
262,2.146114153
263,2.320469327
264,2.04692158
265,2.120038836
267,2.624467942
268,2.320469327
269,2.155055928
271,2.316769506
273,2.349285579
274,2.214155359
277,2.347929538
278,2.08120049
279,2.04692158
280,2.47331505
281,2.347929538
282,2.725377459
283,2.624467942
285,2.632533454
286,2.347929538
287,2.04692158
288,2.347929538
289,2.347929538
291,2.349285579
292,2.349285579
295,2.347929538
296,2.347929538
298,2.347929538
299,2.285411101
300,2.306356038
301,2.387553408
302,2.624467942
303,2.027619792
304,2.028544363
306,2.314216966
307,2.171040496
308,2.425969292
309,2.725377459
310,2.346559021
311,2.346559021
312,2.725377459
313,2.289413184
315,2.267970322
316,2.267970322
317,2.289413184
320,2.36699937
321,2.04692158
322,2.64438823
324,2.695761734
325,2.64438823
326,2.318616538
328,2.732772211
329,2.470897154
330,2.30583376
332,2.349285579
333,2.285411101
336,2.285411101
337,2.624467942
338,2.624467942
339,2.04692158
342,2.349285579
344,2.04692158
345,2.347929538
348,2.64438823
349,2.64438823
352,2.285411101
353,2.686432597
356,2.320313399
357,2.632533454
358,2.66081817
360,2.347929538
362,2.028544363
364,2.64438823
366,2.686432597
367,2.64438823
368,2.130110814
369,2.47331505
370,2.64438823
371,2.347929538
372,2.624467942
376,2.425969292
377,2.732772211
378,2.725377459
379,2.547893952
380,2.04692158
381,2.64438823
