id,relevance
1,2.060851299
4,2.060851299
5,2.243060498
6,2.74310989
7,2.32650289
8,2.060851299
10,2.657917709
11,2.657917709
12,2.130084075
13,2.720895238
14,2.704444444
15,2.448160315
19,2.34028946
22,2.657917709
24,2.31079044
25,2.130084075
26,2.060851299
28,2.34028946
29,2.060851299
30,2.060851299
31,2.657917709
32,2.657917709
33,2.060851299
36,2.34028946
39,2.215670572
40,2.657917709
41,2.060851299
42,2.34028946
43,2.657917709
44,2.319907806
45,2.448160315
46,2.319907806
47,2.060851299
49,2.34028946
50,2.34028946
52,2.34028946
53,2.34028946
54,2.215670572
55,2.415384615
56,2.34028946
57,2.130084075
58,2.31079044
59,2.657917709
60,2.060851299
61,2.657917709
62,2.34028946
63,2.657917709
64,2.657917709
66,2.720895238
67,2.31079044
68,2.060851299
70,2.060851299
71,2.34028946
72,2.060851299
73,2.060851299
74,2.060851299
76,2.060851299
77,2.060851299
78,2.060851299
79,2.060851299
80,2.060851299
82,2.34028946
83,2.34028946
84,2.060851299
86,2.31079044
87,2.657917709
89,2.34028946
91,2.130084075
93,2.060851299
94,2.060851299
95,2.060851299
96,2.060851299
97,2.060851299
98,2.060851299
99,2.060851299
100,2.720895238
102,2.34028946
103,2.060851299
104,2.060851299
107,2.657917709
108,2.060851299
109,2.720895238
110,2.31079044
111,2.31079044
112,2.060851299
115,2.060851299
116,2.31079044
118,2.625126761
119,2.448160315
121,2.319907806
124,2.34028946
126,2.34028946
128,2.215670572
129,2.319907806
130,2.34028946
131,2.34028946
132,2.34028946
133,2.657917709
134,2.224247312
135,2.32650289
137,2.34028946
139,2.345427136
140,2.060851299
141,2.060851299
142,2.060851299
144,2.657917709
145,2.657917709
146,2.060851299
148,2.060851299
151,2.34028946
152,2.060851299
153,2.34028946
154,2.060851299
155,2.060851299
156,2.034962406
159,2.060851299
160,2.060851299
161,2.215670572
163,2.31079044
167,2.34028946
168,2.34028946
169,2.060851299
170,2.657917709
171,2.657917709
173,2.34028946
174,2.060851299
175,2.215670572
176,2.130084075
180,2.060851299
183,2.215670572
184,2.060851299
185,2.060851299
187,2.415384615
188,2.060851299
189,2.060851299
190,2.060851299
192,2.060851299
194,2.34028946
196,2.060851299
197,2.060851299
198,2.657917709
199,2.657917709
200,2.657917709
204,2.74310989
206,2.657917709
207,2.345427136
208,2.345427136
209,2.17039823
211,2.34028946
212,2.215670572
213,2.657917709
216,2.243060498
217,2.319673691
218,2.34028946
219,2.31079044
220,2.215670572
221,2.34028946
222,2.215670572
224,2.060851299
225,2.34028946
228,2.34028946
229,2.31079044
230,2.657917709
231,2.215670572
232,2.215670572
234,2.657917709
235,2.657917709
236,2.31079044
237,2.31079044
238,2.657917709
239,2.130084075
240,2.215670572
242,2.720895238
243,2.34028946
244,2.31079044
246,2.34028946
247,2.215670572
248,2.060851299
