id,relevance
1,2.100192297
4,2.100192297
5,2.180808662
6,2.665123651
7,2.449086134
8,2.219283891
10,2.569941133
11,2.569941133
12,2.099885437
13,2.899862909
14,2.736037991
15,2.404282252
19,2.746077039
22,2.768882462
24,2.493090095
25,2.145617907
26,2.100192297
28,2.429653835
29,2.188305751
30,2.175372997
31,2.770303146
32,2.771041614
33,2.196722156
36,2.35047121
39,2.246572968
40,2.770303146
41,2.100192297
42,2.367748958
43,2.769037741
44,2.415344063
45,2.559738337
46,2.441663981
47,2.184037319
49,2.431670598
50,2.430815387
52,2.121404843
53,2.337170972
54,2.195126768
55,2.909413625
56,2.121404843
57,2.230799152
58,2.491291127
59,2.696365413
60,2.100192297
61,2.734585987
62,2.767368892
63,2.869914186
64,2.768882462
66,2.675182652
67,2.386710722
68,2.154540593
70,2.176408799
71,2.229647769
72,2.100192297
73,2.100192297
74,2.100192297
76,2.154540593
77,2.100192297
78,2.154540593
79,2.100192297
80,2.100192297
82,2.229647769
83,2.229647769
84,2.100192297
86,2.264168944
87,2.644303531
89,2.731630377
91,2.109414044
93,2.067206605
94,2.100192297
95,2.100192297
96,2.100192297
97,2.100192297
98,2.221448717
99,2.100192297
100,2.569632063
102,2.321397638
103,2.100192297
104,2.100192297
107,2.770367486
108,2.100192297
109,2.5053628
110,2.349904268
111,2.349904268
112,2.231435643
115,2.221448717
116,2.493090095
118,2.704905445
119,2.502188485
121,2.430299061
124,2.769550087
126,2.367748958
128,2.181889421
129,2.441663981
130,2.367748958
131,2.164483741
132,2.164483741
133,2.767368892
134,2.5053628
135,2.809724483
137,2.35047121
139,2.614205048
140,2.100192297
141,2.176408799
142,2.202048869
144,2.769661184
145,2.770367486
146,2.219283891
148,2.100192297
151,2.35047121
152,2.219283891
153,2.367748958
154,2.154540593
155,2.100192297
156,2.194456905
159,2.194456905
160,2.219283891
161,2.25619581
163,2.552458178
167,2.41888098
168,2.321397638
169,2.100192297
170,2.644303531
171,2.767368892
173,2.35047121
174,2.230359293
175,2.285123324
176,2.08304366
180,2.231435643
183,2.25619581
184,2.231435643
185,2.231435643
187,2.575718853
188,2.100192297
189,2.100192297
190,2.230010524
192,2.188305751
194,2.429593388
196,2.198202118
197,2.090092161
198,2.770372035
199,2.770372035
200,2.779644611
204,2.710208456
206,2.770372035
207,2.285690131
208,2.312405731
209,2.2035833
211,2.280436881
212,2.280436881
213,2.745705659
216,2.285690131
217,2.502922026
218,2.337170972
219,2.461228475
220,2.235994357
221,2.311636483
222,2.257241371
224,2.090092161
225,2.352227031
228,2.311636483
229,2.461228475
230,2.769922688
231,2.195126768
232,2.195126768
234,2.770303146
235,2.770303146
236,2.476410715
237,2.476410715
238,2.768882462
239,2.231368138
240,2.280436881
242,2.593434015
243,2.280436881
244,2.433568303
246,2.35047121
247,2.231368138
248,2.176408799
249,2.227906381
250,2.176408799
251,2.788415159
252,2.381731
253,2.216365935
254,2.210540074
256,2.707211122
258,2.100192297
260,2.202476095
262,2.213981164
263,2.30901024
264,2.100192297
265,2.230010524
267,2.772207973
268,2.30901024
269,2.222725654
271,2.476547488
273,2.280436881
274,2.210009901
277,2.399969388
278,2.222725654
279,2.100192297
280,2.430815387
281,2.399969388
282,2.703018139
283,2.769661184
285,2.707211122
286,2.367748958
287,2.100192297
288,2.35047121
289,2.35047121
291,2.229647769
292,2.229647769
295,2.357519501
296,2.357519501
298,2.311636483
299,2.461228475
300,2.461228475
301,2.55647917
302,2.769661184
303,2.187698118
304,2.219283891
306,2.72607827
307,2.728824011
308,2.72607827
309,2.882336346
310,2.741497159
311,2.756747469
312,2.882336346
313,2.719913812
315,2.497621729
316,2.478789288
317,2.713699809
320,2.728824011
321,2.100192297
322,2.767368892
324,2.745705659
325,2.700623398
326,2.532622905
328,2.63846176
329,2.427365089
330,2.373737562
332,2.302169023
333,2.349904268
336,2.349904268
337,2.644303531
338,2.644303531
339,2.176408799
342,2.164483741
344,2.231435643
345,2.444962728
348,2.681589505
349,2.699170282
352,2.386710722
353,2.644303531
356,2.310045007
357,2.57591649
358,2.527358796
360,2.230207511
362,2.223694248
364,2.788415159
366,2.769470449
367,2.770372035
368,2.21800377
369,2.280436881
370,2.700623398
371,2.164483741
372,2.588870453
376,2.531267144
377,2.713699809
378,2.614205048
379,2.521437699
380,2.100192297
381,2.769661184
382,2.25619581
383,2.213608729
384,2.769550087
386,2.769661184
387,2.769661184
388,2.769661184
390,2.367748958
391,2.100192297
392,2.758205106
393,2.176408799
394,2.219283891
395,2.430299061
396,2.25619581
398,2.246572968
399,2.77010458
404,2.498199493
405,2.678329727
406,2.430299061
409,2.3962021
410,2.493090095
412,2.768882462
414,2.53167105
415,2.100192297
416,2.399969388
417,2.100192297
419,2.226063627
420,2.521437699
423,2.246572968
424,2.41888098
425,2.188305751
426,2.788415159
427,2.090092161
428,2.745705659
429,2.202476095
430,2.100192297
431,2.745705659
432,2.619208639
433,2.648251885
434,2.50506825
435,2.25655707
436,2.61531437
437,2.771485113
438,2.773626769
439,2.772672109
441,2.562293162
442,2.619208639
443,2.554697522
448,2.355771739
449,2.562293162
450,2.487654802
451,2.547427823
453,2.74126541
457,2.771485113
460,2.569632063
462,2.63846176
463,2.675182652
464,2.360206438
465,2.769749247
466,2.770367486
467,2.25619581
471,2.381731
472,2.100192297
474,2.367748958
477,2.274270784
482,2.396346071
483,2.415344063
484,2.767368892
486,2.771041614
487,2.083050943
488,2.700623398
489,2.181889421
490,2.219283891
493,2.219283891
494,2.173206826
495,2.229647769
496,2.256396494
498,2.221448717
499,2.769875518
502,2.532622905
503,2.527358796
504,2.164483741
505,2.264168944
506,2.493090095
507,2.644303531
509,2.607236477
510,2.229647769
512,2.145617907
513,2.145617907
514,2.527358796
515,2.099885437
518,2.100192297
519,2.521437699
520,2.771244266
521,2.367748958
522,2.192080196
523,2.219283891
525,2.642904934
526,2.767368892
527,2.570042262
528,2.280436881
529,2.869914186
530,2.730097795
531,2.302169023
532,2.908076896
534,2.246572968
535,2.367748958
537,2.769550087
538,2.49219952
539,2.788415159
540,2.49886981
541,2.355882176
543,2.280436881
545,2.767368892
546,2.246572968
547,2.231435643
548,2.327383756
550,2.367748958
552,2.642586947
553,2.603234637
554,2.219283891
555,2.312405731
556,2.464514909
558,2.219283891
560,2.367748958
561,2.206303855
564,2.612533241
565,2.210009901
566,2.770367486
567,2.25619581
569,2.769661184
570,2.769661184
574,2.206303855
575,2.381731
577,2.527358796
578,2.476410715
579,2.261407236
580,2.503921746
586,2.662887562
587,2.717019254
588,2.210009901
589,2.35047121
590,2.769533766
592,2.431670598
594,2.231368138
596,2.767368892
597,2.762825237
598,2.452156987
599,2.672799415
601,2.285690131
602,2.64985555
603,2.285690131
604,2.149057857
607,2.280436881
608,2.280436881
609,2.100192297
610,2.261965851
612,2.25619581
613,2.100192297
614,2.178690727
615,2.100192297
616,2.781521961
617,2.512393177
618,2.639310496
620,2.768910388
621,2.229647769
622,2.700623398
623,2.100192297
624,2.769661184
625,2.100192297
627,2.302169023
628,2.35047121
629,2.768882462
631,2.381731
632,2.367748958
633,2.246572968
638,2.476410715
639,2.061483528
641,2.35047121
645,2.164483741
647,2.769197826
648,2.216365935
649,2.285690131
650,2.368500939
651,2.728824011
654,2.642904934
655,2.493090095
656,2.100192297
657,2.704905445
658,2.575718853
664,2.415344063
665,2.686380209
667,2.237014049
672,2.476410715
673,2.652287217
675,2.230359293
676,2.149057857
678,2.221448717
681,2.52631214
683,2.452156987
684,2.770367486
685,2.722630261
689,2.767368892
692,2.137521378
693,2.35047121
694,2.770303146
695,2.35047121
697,2.225712449
698,2.321397638
699,2.35047121
701,2.770367486
702,2.321397638
703,2.321397638
704,2.261965851
705,2.523272947
706,2.713699809
707,2.665123651
708,2.63846176
709,2.320571265
710,2.899743507
711,2.899743507
714,2.404282252
716,2.229647769
717,2.725631419
719,2.349904268
720,2.149057857
721,2.181889421
723,2.770367486
724,2.340808707
725,2.745705659
727,2.421376403
728,2.280436881
729,2.448651611
730,2.769922688
